,CustomerID,Age,Gender,ProductCategory,PurchaseAmount,PurchaseDate
1265,2266,28,Male,Beauty,179.07,2024-05-20
1266,2267,21,Female,Electronics,20.15,2024-03-08
1267,2268,43,Non-Binary,Books,10.09,2024-03-01
1268,2269,48,Non-Binary,Clothing,65.6,2024-03-09
1269,2270,47,Female,Electronics,59.83,2024-04-30
1270,2271,59,Female,Clothing,69.24,2024-06-05
1271,2272,55,Non-Binary,Electronics,132.7,2024-03-28
1272,2273,37,Non-Binary,Clothing,107.07,2024-04-03
1273,2274,34,Female,Books,23.79,2024-02-17
1274,2275,25,Non-Binary,Toys,66.8,2024-05-07
1275,2276,28,Male,Home,117.86,2024-04-18
1276,2277,47,Non-Binary,Home,226.15,2024-02-23
1277,2278,38,Male,Beauty,85.98,2024-04-17
1278,2279,34,Male,Clothing,16.82,2024-06-28
1279,2280,42,Non-Binary,Toys,233.58,2024-04-05
1280,2281,45,Non-Binary,Sports,223.53,2024-04-03
1281,2282,41,Female,Books,41.03,2024-04-12
1282,2283,42,Male,Clothing,14.21,2024-03-12
1283,2284,28,Non-Binary,Beauty,184.69,2024-04-25
1284,2285,34,Male,Electronics,151.41,2024-02-16
1285,2286,54,Female,Toys,175.23,2024-05-26
1286,2287,20,Male,Beauty,7.88,2024-02-03
1287,2288,49,Non-Binary,Clothing,748.28,2024-05-27
1288,2289,25,Non-Binary,Toys,126.98,2024-06-24
1289,2290,55,Male,Beauty,60.76,2024-02-28
1290,2291,31,Female,Beauty,35.23,2024-01-26
1291,2292,32,Male,Sports,85.74,2024-03-10
1292,2293,37,Non-Binary,Books,263.54,2024-03-01
1293,2294,41,Female,Sports,120.16,2024-05-22
1294,2295,18,Male,Clothing,88.04,2024-04-20
1295,2296,49,Male,Home,30.66,2024-04-07
1296,2297,57,Female,Clothing,180.18,2024-02-20
1297,2298,35,Male,Beauty,50.57,2024-02-07
1298,2299,40,Female,Home,74.49,2024-02-08
1299,2300,41,Female,Toys,51.02,2024-05-01
1300,2301,57,Female,Home,11.19,2024-01-03
1301,2302,41,Female,Sports,35.51,2024-02-15
1302,2303,28,Male,Sports,14.19,2024-04-17
1303,2304,19,Male,Beauty,159.28,2024-05-07
1304,2305,45,Non-Binary,Beauty,167.79,2024-02-04
1305,2306,31,Female,Clothing,44.18,2024-06-10
1306,2307,23,Non-Binary,Clothing,243.63,2024-05-12
1307,2308,31,Non-Binary,Clothing,482.57,2024-05-16
1308,2309,43,Male,Clothing,32.33,2024-03-21
1309,2310,35,Male,Clothing,29.81,2024-05-04
1310,2311,32,Male,Beauty,117.73,2024-03-17
1311,2312,39,Male,Beauty,49.32,2024-03-05
1312,2313,45,Non-Binary,Sports,31.75,2024-05-23
1313,2314,57,Female,Sports,77.08,2024-05-25
1314,2315,48,Non-Binary,Books,203.46,2024-01-13
1315,2316,29,Non-Binary,Clothing,6.1,2024-04-11
1316,2317,57,Male,Beauty,61.67,2024-01-26
1317,2318,45,Female,Toys,175.68,2024-06-25
1318,2319,36,Non-Binary,Clothing,85.75,2024-02-11
1319,2320,19,Male,Toys,385.99,2024-01-16
1320,2321,30,Male,Toys,20.55,2024-02-25
1321,2322,36,Female,Toys,66.77,2024-03-06
1322,2323,57,Non-Binary,Clothing,175.97,2024-05-01
1323,2324,39,Female,Electronics,211.32,2024-06-10
1324,2325,24,Female,Home,46.36,2024-01-25
1325,2326,35,Female,Home,764.11,2024-04-25
1326,2327,19,Non-Binary,Sports,156.79,2024-03-26
1327,2328,49,Male,Books,84.83,2024-03-07
1328,2329,24,Female,Beauty,128.78,2024-04-02
1329,2330,47,Female,Beauty,33.24,2024-04-02
1330,2331,51,Non-Binary,Sports,39.58,2024-05-23
1331,2332,34,Non-Binary,Sports,123.63,2024-05-22
1332,2333,57,Male,Sports,147.75,2024-03-06
1333,2334,31,Male,Clothing,152.29,2024-03-29
1334,2335,37,Female,Sports,32.95,2024-01-06
1335,2336,22,Female,Home,102.2,2024-04-15
1336,2337,20,Non-Binary,Clothing,102.25,2024-02-01
1337,2338,35,Female,Clothing,463.27,2024-03-30
1338,2339,48,Non-Binary,Clothing,18.84,2024-06-22
1339,2340,33,Female,Books,74.84,2024-06-04
1340,2341,22,Non-Binary,Books,310.09,2024-02-20
1341,2342,19,Female,Electronics,180.47,2024-05-27
1342,2343,51,Female,Toys,66.25,2024-05-27
1343,2344,45,Female,Home,150.9,2024-06-15
1344,2345,20,Male,Electronics,58.64,2024-06-15
1345,2346,45,Female,Books,101.89,2024-05-17
1346,2347,50,Female,Books,164.7,2024-02-14
1347,2348,46,Male,Electronics,76.41,2024-03-13
1348,2349,27,Male,Electronics,103.96,2024-03-31
1349,2350,25,Female,Toys,113.03,2024-03-24
1350,2351,21,Non-Binary,Books,60.45,2024-06-21
1351,2352,29,Female,Electronics,70.44,2024-05-10
1352,2353,45,Non-Binary,Toys,94.3,2024-05-04
1353,2354,52,Female,Clothing,713.58,2024-04-24
1354,2355,39,Non-Binary,Books,113.19,2024-01-21
1355,2356,31,Female,Toys,21.14,2024-04-07
1356,2357,50,Male,Books,49.32,2024-06-06
1357,2358,30,Non-Binary,Sports,153.2,2024-03-14
1358,2359,59,Female,Electronics,130.65,2024-04-28
1359,2360,43,Female,Sports,20.61,2024-06-10
1360,2361,39,Male,Toys,9.06,2024-02-07
1361,2362,58,Non-Binary,Sports,106.21,2024-02-12
1362,2363,25,Non-Binary,Clothing,260.72,2024-06-12
1363,2364,48,Non-Binary,Sports,161.89,2024-03-27
1364,2365,28,Male,Sports,499.09,2024-04-17
1365,2366,37,Non-Binary,Clothing,85.63,2024-06-10
1366,2367,35,Non-Binary,Books,168.08,2024-06-05
1367,2368,30,Female,Electronics,32.32,2024-05-26
1368,2369,34,Female,Electronics,121.82,2024-04-13
1369,2370,34,Male,Electronics,47.79,2024-01-19
1370,2371,52,Non-Binary,Books,165.09,2024-01-21
1371,2372,48,Female,Electronics,38.81,2024-02-11
1372,2373,55,Male,Clothing,177.91,2024-03-28
1373,2374,43,Non-Binary,Books,21.44,2024-02-28
1374,2375,27,Male,Electronics,68.66,2024-03-21
1375,2376,33,Non-Binary,Home,25.66,2024-03-22
1376,2377,31,Female,Beauty,160.39,2024-06-16
1377,2378,50,Non-Binary,Sports,15.88,2024-03-15
1378,2379,18,Non-Binary,Sports,39.4,2024-03-09
1379,2380,39,Non-Binary,Toys,10.77,2024-06-03
1380,2381,58,Non-Binary,Clothing,750.88,2024-06-14
1381,2382,29,Male,Toys,206.1,2024-04-11
1382,2383,40,Non-Binary,Beauty,66.12,2024-03-10
1383,2384,44,Male,Toys,15.21,2024-04-23
1384,2385,23,Non-Binary,Beauty,218.73,2024-04-02
1385,2386,20,Non-Binary,Clothing,113.77,2024-05-30
1386,2387,43,Male,Beauty,137.69,2024-05-13
1387,2388,20,Female,Electronics,112.46,2024-04-25
1388,2389,48,Female,Sports,161.41,2024-04-15
1389,2390,21,Male,Books,143.89,2024-02-12
1390,2391,20,Non-Binary,Beauty,42.52,2024-02-17
1391,2392,33,Female,Sports,34.56,2024-01-06
1392,2393,43,Non-Binary,Sports,344.6,2024-02-02
1393,2394,41,Male,Beauty,181.57,2024-03-01
1394,2395,54,Male,Books,114.98,2024-06-18
1395,2396,36,Female,Beauty,176.63,2024-03-05
1396,2397,26,Female,Sports,790.96,2024-06-28
1397,2398,54,Non-Binary,Home,68.07,2024-01-21
1398,2399,46,Female,Toys,200.29,2024-02-23
1399,2400,59,Male,Sports,19.79,2024-02-12
1400,2401,30,Male,Home,70.92,2024-04-11
1401,2402,53,Male,Sports,38.9,2024-01-27
1402,2403,51,Non-Binary,Books,37.23,2024-01-25
1403,2404,52,Female,Books,224.9,2024-01-17
1404,2405,54,Non-Binary,Clothing,194.16,2024-05-01
1405,2406,27,Non-Binary,Home,121.99,2024-05-20
1406,2407,55,Female,Books,104.09,2024-01-14
1407,2408,39,Male,Sports,92.01,2024-01-07
1408,2409,21,Female,Home,214.58,2024-04-11
1409,2410,32,Female,Clothing,52.92,2024-05-14
1410,2411,39,Female,Clothing,616.85,2024-01-22
1411,2412,21,Non-Binary,Clothing,52.4,2024-01-27
1412,2413,57,Female,Clothing,64.17,2024-03-08
1413,2414,53,Male,Beauty,198.71,2024-06-07
1414,2415,45,Female,Clothing,238.61,2024-02-09
1415,2416,24,Male,Clothing,23.15,2024-01-22
1416,2417,32,Male,Clothing,13.08,2024-06-16
1417,2418,18,Male,Beauty,271.84,2024-04-09
1418,2419,23,Non-Binary,Toys,77.98,2024-03-20
1419,2420,46,Non-Binary,Electronics,42.24,2024-02-28
1420,2421,56,Non-Binary,Beauty,174.91,2024-03-04
1421,2422,25,Female,Electronics,100.27,2024-03-13
1422,2423,56,Non-Binary,Sports,25.37,2024-04-23
1423,2424,58,Female,Toys,53.31,2024-06-09
1424,2425,45,Male,Home,47.52,2024-02-02
1425,2426,26,Female,Home,135.7,2024-02-03
1426,2427,57,Male,Clothing,11.48,2024-05-14
1427,2428,22,Female,Home,123.54,2024-02-13
1428,2429,29,Non-Binary,Toys,307.38,2024-01-08
1429,2430,46,Male,Beauty,124.98,2024-01-09
1430,2431,47,Female,Sports,105.06,2024-06-18
1431,2432,23,Female,Beauty,63.83,2024-04-01
1432,2433,36,Non-Binary,Toys,184.72,2024-03-24
1433,2434,42,Non-Binary,Clothing,98.93,2024-05-01
1434,2435,55,Non-Binary,Beauty,93.07,2024-04-29
1435,2436,52,Female,Sports,174.59,2024-05-18
1436,2437,56,Non-Binary,Beauty,97.82,2024-03-10
1437,2438,56,Female,Beauty,425.0,2024-05-20
1438,2439,54,Non-Binary,Beauty,20.82,2024-04-23
1439,2440,51,Female,Sports,45.81,2024-02-04
1440,2441,24,Male,Clothing,152.61,2024-06-27
1441,2442,25,Non-Binary,Clothing,80.79,2024-05-18
1442,2443,20,Male,Beauty,38.88,2024-02-15
1443,2444,22,Female,Home,627.34,2024-05-31
1444,2445,51,Male,Books,367.03,2024-06-01
1445,2446,54,Non-Binary,Electronics,490.34,2024-04-26
1446,2447,56,Non-Binary,Books,88.66,2024-06-10
1447,2448,26,Female,Clothing,238.04,2024-06-11
1448,2449,55,Non-Binary,Sports,140.12,2024-05-24
1449,2450,47,Male,Toys,99.49,2024-04-21
1450,2451,18,Non-Binary,Home,104.29,2024-05-14
1451,2452,50,Male,Clothing,48.32,2024-06-12
1452,2453,47,Non-Binary,Home,77.11,2024-06-12
1453,2454,25,Female,Beauty,115.12,2024-05-16
1454,2455,42,Non-Binary,Electronics,28.95,2024-03-20
1455,2456,49,Female,Books,45.77,2024-03-29
1456,2457,20,Non-Binary,Clothing,72.67,2024-05-03
1457,2458,45,Female,Sports,83.91,2024-05-18
1458,2459,50,Male,Beauty,196.76,2024-02-28
1459,2460,25,Male,Sports,120.5,2024-01-23
1460,2461,52,Male,Beauty,126.36,2024-04-23
1461,2462,39,Male,Books,37.05,2024-03-19
1462,2463,44,Female,Sports,156.85,2024-04-03
1463,2464,42,Female,Sports,26.12,2024-04-15
1464,2465,23,Male,Clothing,110.4,2024-03-07
1465,2466,28,Male,Electronics,57.5,2024-02-09
1466,2467,23,Male,Sports,217.13,2024-03-18
1467,2468,45,Non-Binary,Beauty,73.17,2024-01-03
1468,2469,45,Male,Electronics,95.92,2024-01-01
1469,2470,28,Female,Toys,9.27,2024-05-13
1470,2471,36,Female,Electronics,562.87,2024-02-04
1471,2472,31,Female,Home,93.08,2024-03-29
1472,2473,32,Non-Binary,Books,35.39,2024-03-14
1473,2474,32,Non-Binary,Beauty,13.95,2024-04-30
1474,2475,44,Non-Binary,Sports,53.1,2024-05-16
1475,2476,30,Non-Binary,Books,19.67,2024-01-03
1476,2477,54,Female,Home,44.43,2024-06-25
1477,2478,31,Non-Binary,Electronics,31.1,2024-05-05
1478,2479,33,Non-Binary,Sports,473.79,2024-05-02
1479,2480,30,Non-Binary,Clothing,203.31,2024-03-17
1480,2481,54,Male,Electronics,55.89,2024-01-03
1481,2482,46,Female,Books,593.25,2024-04-20
1482,2483,25,Non-Binary,Beauty,16.39,2024-03-15
1483,2484,27,Male,Home,52.95,2024-06-01
1484,2485,48,Female,Clothing,437.55,2024-02-29
1485,2486,47,Non-Binary,Sports,21.52,2024-01-02
1486,2487,42,Female,Toys,47.91,2024-05-20
1487,2488,39,Female,Home,690.17,2024-04-05
1488,2489,55,Male,Sports,17.57,2024-02-18
1489,2490,55,Non-Binary,Electronics,94.16,2024-04-15
1490,2491,34,Female,Beauty,370.05,2024-05-23
1491,2492,57,Male,Toys,565.11,2024-04-21
1492,2493,58,Female,Home,291.2,2024-04-11
1493,2494,43,Female,Clothing,33.05,2024-03-04
1494,2495,54,Male,Electronics,101.61,2024-02-11
1495,2496,49,Female,Beauty,73.53,2024-06-14
1496,2497,56,Male,Electronics,41.79,2024-04-09
1497,2498,50,Non-Binary,Clothing,151.46,2024-04-06
1498,2499,33,Female,Sports,540.4,2024-02-26
1499,2500,40,Non-Binary,Books,56.51,2024-03-08
1500,2501,48,Non-Binary,Clothing,103.53,2024-01-21
1501,2502,34,Female,Books,104.64,2024-04-18
1502,2503,42,Male,Beauty,15.05,2024-06-09
1503,2504,52,Female,Electronics,699.17,2024-03-02
1504,2505,52,Female,Toys,31.26,2024-05-12
1505,2506,28,Male,Sports,158.14,2024-06-05
1506,2507,42,Male,Home,182.75,2024-06-26
1507,2508,50,Female,Beauty,204.98,2024-06-24
1508,2509,55,Male,Books,95.06,2024-03-10
1509,2510,46,Non-Binary,Clothing,10.22,2024-03-13
1510,2511,32,Male,Toys,20.62,2024-06-15
1511,2512,45,Non-Binary,Sports,17.54,2024-05-16
1512,2513,21,Non-Binary,Beauty,784.1,2024-03-09
1513,2514,55,Non-Binary,Books,503.9,2024-04-15
1514,2515,21,Male,Beauty,67.76,2024-02-18
1515,2516,24,Male,Home,79.46,2024-01-18
1516,2517,24,Female,Books,160.92,2024-02-16
1517,2518,42,Male,Electronics,372.48,2024-02-04
1518,2519,28,Male,Home,36.88,2024-03-15
1519,2520,35,Non-Binary,Beauty,90.28,2024-01-29
1520,2521,46,Male,Home,79.97,2024-06-12
1521,2522,35,Male,Sports,86.09,2024-04-26
1522,2523,35,Non-Binary,Books,137.21,2024-06-07
1523,2524,55,Male,Electronics,6.51,2024-04-25
1524,2525,47,Non-Binary,Home,92.9,2024-03-10
1525,2526,59,Male,Home,71.69,2024-06-28
1526,2527,23,Male,Home,22.72,2024-06-08
1527,2528,20,Female,Toys,8.93,2024-05-05
1528,2529,22,Male,Electronics,221.28,2024-02-18
1529,2530,22,Non-Binary,Sports,68.15,2024-03-23
1530,2531,47,Male,Clothing,126.54,2024-01-05
1531,2532,52,Female,Beauty,106.35,2024-02-08
1532,2533,48,Male,Beauty,56.21,2024-01-13
1533,2534,27,Male,Electronics,93.15,2024-05-16
1534,2535,33,Non-Binary,Home,36.13,2024-01-06
1535,2536,43,Female,Electronics,7.29,2024-02-17
1536,2537,21,Male,Books,13.21,2024-01-27
1537,2538,20,Male,Beauty,36.15,2024-03-13
1538,2539,36,Non-Binary,Home,13.84,2024-03-09
1539,2540,48,Male,Electronics,67.69,2024-02-02
1540,2541,29,Male,Electronics,29.57,2024-04-22
1541,2542,43,Male,Toys,115.9,2024-01-03
1542,2543,57,Female,Sports,76.9,2024-02-29
1543,2544,55,Male,Beauty,291.84,2024-01-24
1544,2545,50,Non-Binary,Home,101.88,2024-02-08
1545,2546,47,Female,Home,182.99,2024-01-04
1546,2547,28,Male,Books,42.22,2024-05-06
1547,2548,35,Male,Home,17.55,2024-02-25
1548,2549,29,Female,Electronics,48.46,2024-03-28
1549,2550,37,Male,Toys,18.52,2024-04-17
1550,2551,54,Male,Beauty,75.93,2024-03-20
1551,2552,27,Non-Binary,Electronics,129.4,2024-05-07
1552,2553,56,Female,Toys,124.12,2024-04-05
1553,2554,52,Non-Binary,Beauty,432.65,2024-04-28
1554,2555,58,Male,Books,17.86,2024-06-27
1555,2556,30,Non-Binary,Toys,83.44,2024-01-09
1556,2557,49,Male,Clothing,60.52,2024-03-25
1557,2558,27,Female,Toys,84.27,2024-01-21
1558,2559,22,Female,Home,67.64,2024-02-07
1559,2560,41,Female,Books,658.6,2024-01-15
1560,2561,41,Non-Binary,Toys,90.09,2024-03-09
1561,2562,38,Non-Binary,Books,56.3,2024-04-10
1562,2563,51,Male,Home,127.89,2024-01-19
1563,2564,59,Female,Sports,39.9,2024-05-19
1564,2565,31,Non-Binary,Clothing,548.03,2024-04-30
1565,2566,30,Male,Electronics,26.52,2024-02-16
1566,2567,58,Non-Binary,Books,65.32,2024-02-19
1567,2568,56,Male,Sports,21.38,2024-03-05
1568,2569,31,Non-Binary,Electronics,87.42,2024-04-07
1569,2570,20,Non-Binary,Sports,520.27,2024-01-04
1570,2571,32,Non-Binary,Clothing,260.43,2024-02-01
1571,2572,18,Female,Electronics,11.74,2024-03-04
1572,2573,30,Female,Home,136.75,2024-04-08
1573,2574,22,Non-Binary,Clothing,172.99,2024-04-23
1574,2575,45,Male,Books,159.05,2024-03-04
1575,2576,28,Male,Clothing,620.39,2024-01-09
1576,2577,42,Female,Beauty,153.75,2024-02-20
1577,2578,43,Female,Electronics,148.58,2024-04-27
1578,2579,20,Female,Electronics,23.79,2024-01-25
1579,2580,42,Non-Binary,Toys,33.06,2024-05-13
1580,2581,55,Male,Sports,64.56,2024-06-19
1581,2582,21,Female,Beauty,67.89,2024-02-23
1582,2583,34,Non-Binary,Books,33.15,2024-05-01
1583,2584,44,Female,Electronics,235.34,2024-04-09
1584,2585,19,Male,Clothing,251.83,2024-06-23
1585,2586,40,Male,Beauty,43.61,2024-03-20
1586,2587,29,Female,Beauty,152.95,2024-03-23
1587,2588,26,Non-Binary,Electronics,9.08,2024-02-10
1588,2589,26,Male,Clothing,35.45,2024-06-10
1589,2590,40,Male,Home,42.49,2024-01-11
1590,2591,20,Male,Electronics,194.45,2024-05-20
1591,2592,40,Female,Clothing,37.69,2024-05-13
1592,2593,48,Non-Binary,Toys,81.0,2024-02-01
1593,2594,37,Non-Binary,Clothing,120.71,2024-03-05
1594,2595,42,Non-Binary,Sports,84.46,2024-05-03
1595,2596,53,Non-Binary,Beauty,82.92,2024-06-12
1596,2597,30,Non-Binary,Books,137.05,2024-03-17
1597,2598,32,Female,Toys,50.54,2024-02-20
1598,2599,49,Female,Books,285.83,2024-04-02
1599,2600,37,Non-Binary,Books,27.93,2024-01-14
1600,2601,45,Non-Binary,Toys,23.29,2024-06-19
1601,2602,43,Female,Toys,264.12,2024-02-25
1602,2603,19,Female,Beauty,33.59,2024-01-29
1603,2604,34,Non-Binary,Books,87.58,2024-03-01
1604,2605,55,Non-Binary,Books,137.5,2024-06-11
1605,2606,25,Female,Electronics,27.37,2024-04-21
1606,2607,42,Male,Toys,20.51,2024-03-24
1607,2608,46,Non-Binary,Toys,155.96,2024-01-04
1608,2609,26,Male,Books,89.29,2024-02-12
1609,2610,33,Non-Binary,Clothing,58.36,2024-03-11
1610,2611,31,Non-Binary,Electronics,578.36,2024-05-29
1611,2612,59,Non-Binary,Clothing,237.57,2024-01-31
1612,2613,23,Non-Binary,Books,118.21,2024-04-11
1613,2614,59,Male,Books,15.59,2024-03-03
1614,2615,51,Female,Books,31.35,2024-01-03
1615,2616,44,Female,Clothing,260.63,2024-01-11
1616,2617,42,Male,Electronics,133.53,2024-05-28
1617,2618,23,Female,Sports,790.01,2024-06-25
1618,2619,53,Female,Toys,37.44,2024-05-01
1619,2620,41,Female,Sports,677.24,2024-06-25
1620,2621,46,Female,Clothing,189.48,2024-06-01
1621,2622,55,Female,Clothing,231.04,2024-02-09
1622,2623,52,Non-Binary,Books,129.75,2024-04-05
1623,2624,39,Male,Beauty,402.43,2024-01-23
1624,2625,19,Female,Books,129.63,2024-03-04
1625,2626,40,Female,Beauty,76.95,2024-02-10
1626,2627,30,Female,Sports,212.28,2024-05-07
1627,2628,20,Non-Binary,Electronics,492.17,2024-01-24
1628,2629,47,Female,Books,30.21,2024-06-24
1629,2630,38,Female,Home,69.81,2024-06-07
1630,2631,43,Male,Beauty,61.94,2024-03-27
1631,2632,42,Non-Binary,Toys,40.36,2024-06-09
1632,2633,34,Female,Toys,152.95,2024-01-16
1633,2634,27,Male,Toys,302.81,2024-01-16
1634,2635,35,Male,Toys,141.37,2024-04-01
1635,2636,56,Male,Books,146.53,2024-06-14
1636,2637,36,Male,Beauty,449.55,2024-02-09
1637,2638,34,Female,Toys,192.58,2024-06-28
1638,2639,30,Male,Books,7.83,2024-05-17
1639,2640,57,Non-Binary,Home,196.15,2024-01-28
1640,2641,25,Non-Binary,Clothing,234.53,2024-02-02
1641,2642,42,Female,Sports,88.1,2024-05-04
1642,2643,31,Male,Beauty,154.69,2024-02-29
1643,2644,48,Non-Binary,Clothing,68.54,2024-03-22
1644,2645,37,Male,Beauty,232.8,2024-05-22
1645,2646,30,Non-Binary,Beauty,35.8,2024-06-14
1646,2647,55,Non-Binary,Toys,229.56,2024-03-29
1647,2648,55,Non-Binary,Beauty,13.61,2024-04-22
1648,2649,30,Female,Beauty,194.74,2024-02-19
1649,2650,44,Non-Binary,Home,60.08,2024-01-06
1650,2651,19,Male,Clothing,56.9,2024-06-25
1651,2652,27,Female,Electronics,173.88,2024-04-06
1652,2653,40,Female,Toys,62.92,2024-04-01
1653,2654,27,Non-Binary,Electronics,187.37,2024-02-04
1654,2655,44,Female,Beauty,552.26,2024-03-05
1655,2656,27,Non-Binary,Sports,72.74,2024-01-11
1656,2657,41,Male,Books,509.79,2024-05-04
1657,2658,39,Female,Home,40.41,2024-06-29
1658,2659,30,Non-Binary,Home,162.43,2024-04-22
1659,2660,59,Female,Clothing,176.76,2024-05-23
1660,2661,27,Female,Electronics,73.19,2024-03-16
1661,2662,42,Male,Toys,70.17,2024-05-18
1662,2663,50,Non-Binary,Beauty,109.77,2024-06-27
1663,2664,28,Non-Binary,Beauty,87.41,2024-05-05
1664,2665,25,Male,Sports,63.05,2024-02-18
1665,2666,48,Male,Toys,149.55,2024-05-25
1666,2667,50,Non-Binary,Beauty,28.41,2024-02-17
1667,2668,24,Female,Home,32.27,2024-05-19
1668,2669,49,Male,Clothing,592.06,2024-03-30
1669,2670,20,Male,Clothing,32.69,2024-03-23
1670,2671,32,Female,Electronics,89.17,2024-04-29
1671,2672,50,Non-Binary,Clothing,155.56,2024-03-11
1672,2673,30,Female,Electronics,163.86,2024-06-02
1673,2674,33,Male,Clothing,94.28,2024-05-21
1674,2675,23,Female,Electronics,44.93,2024-02-11
1675,2676,53,Non-Binary,Toys,205.25,2024-01-18
1676,2677,56,Male,Electronics,103.12,2024-05-15
1677,2678,19,Female,Home,107.03,2024-02-09
1678,2679,21,Non-Binary,Sports,110.39,2024-04-25
1679,2680,39,Non-Binary,Electronics,749.36,2024-03-16
1680,2681,38,Non-Binary,Sports,394.31,2024-03-08
1681,2682,28,Non-Binary,Home,20.36,2024-05-18
1682,2683,27,Non-Binary,Books,91.32,2024-04-03
1683,2684,50,Non-Binary,Sports,104.04,2024-04-26
1684,2685,53,Male,Books,54.84,2024-01-01
1685,2686,21,Non-Binary,Home,62.72,2024-06-12
1686,2687,24,Non-Binary,Home,174.19,2024-05-09
1687,2688,34,Non-Binary,Toys,344.81,2024-04-07
1688,2689,28,Female,Beauty,7.99,2024-02-17
1689,2690,19,Male,Books,164.28,2024-01-05
1690,2691,33,Male,Sports,16.47,2024-06-07
1691,2692,20,Female,Home,131.34,2024-04-03
1692,2693,59,Non-Binary,Books,281.73,2024-06-07
1693,2694,37,Female,Electronics,144.4,2024-03-02
1694,2695,36,Female,Beauty,665.87,2024-03-23
1695,2696,43,Female,Electronics,81.56,2024-01-17
1696,2697,50,Male,Electronics,89.89,2024-06-17
1697,2698,51,Male,Clothing,16.96,2024-05-17
1698,2699,39,Male,Books,294.84,2024-04-09
1699,2700,45,Non-Binary,Toys,195.87,2024-02-18
1700,2701,19,Non-Binary,Books,130.05,2024-05-14
1701,2702,41,Female,Books,9.86,2024-06-23
1702,2703,38,Male,Home,93.06,2024-05-07
1703,2704,23,Male,Home,88.59,2024-05-21
1704,2705,43,Non-Binary,Toys,18.27,2024-02-09
1705,2706,32,Non-Binary,Beauty,10.53,2024-06-05
1706,2707,32,Male,Sports,620.09,2024-03-13
1707,2708,51,Male,Books,149.19,2024-03-23
1708,2709,50,Non-Binary,Books,80.78,2024-04-14
1709,2710,30,Non-Binary,Books,31.52,2024-06-13
1710,2711,21,Male,Home,15.21,2024-03-23
1711,2712,59,Female,Toys,451.42,2024-01-29
1712,2713,28,Female,Books,34.21,2024-01-25
1713,2714,58,Female,Toys,121.92,2024-05-13
1714,2715,32,Female,Books,228.05,2024-06-17
1715,2716,19,Male,Home,138.51,2024-01-18
1716,2717,29,Female,Electronics,79.95,2024-01-12
1717,2718,57,Female,Books,67.73,2024-02-03
1718,2719,22,Non-Binary,Sports,29.07,2024-02-15
1719,2720,25,Female,Clothing,41.19,2024-01-09
1720,2721,43,Non-Binary,Books,244.56,2024-02-21
1721,2722,40,Non-Binary,Home,589.68,2024-01-28
1722,2723,46,Male,Books,17.79,2024-05-04
1723,2724,28,Male,Beauty,15.83,2024-02-19
1724,2725,28,Male,Electronics,25.94,2024-01-26
1725,2726,53,Male,Home,502.75,2024-01-09
1726,2727,58,Non-Binary,Sports,115.24,2024-05-26
1727,2728,30,Male,Home,139.9,2024-06-13
1728,2729,27,Non-Binary,Electronics,118.99,2024-04-09
1729,2730,53,Male,Electronics,43.09,2024-06-17
1730,2731,29,Female,Books,13.21,2024-05-05
1731,2732,36,Female,Clothing,91.78,2024-05-14
1732,2733,48,Non-Binary,Home,621.76,2024-06-08
1733,2734,56,Female,Home,55.38,2024-06-28
1734,2735,50,Female,Beauty,145.3,2024-05-31
1735,2736,27,Non-Binary,Clothing,337.45,2024-03-06
1736,2737,59,Female,Books,171.68,2024-01-13
1737,2738,47,Female,Clothing,63.08,2024-04-03
1738,2739,51,Female,Electronics,20.24,2024-02-26
1739,2740,18,Male,Toys,478.43,2024-06-04
1740,2741,58,Non-Binary,Beauty,95.98,2024-01-19
1741,2742,39,Male,Books,48.83,2024-01-04
1742,2743,29,Female,Home,81.91,2024-02-23
1743,2744,35,Female,Toys,143.42,2024-06-16
1744,2745,52,Male,Books,16.08,2024-05-05
1745,2746,33,Female,Toys,87.22,2024-01-21
1746,2747,43,Non-Binary,Clothing,231.52,2024-04-29
1747,2748,19,Non-Binary,Books,32.43,2024-06-12
1748,2749,58,Non-Binary,Books,89.73,2024-01-16
1749,2750,56,Female,Electronics,138.47,2024-04-02
1750,2751,55,Non-Binary,Electronics,63.1,2024-05-22
1751,2752,31,Non-Binary,Beauty,10.6,2024-04-16
1752,2753,47,Female,Toys,553.37,2024-04-04
1753,2754,51,Male,Beauty,92.69,2024-01-15
1754,2755,28,Male,Home,86.79,2024-06-06
1755,2756,54,Female,Clothing,85.71,2024-03-09
1756,2757,29,Non-Binary,Toys,25.08,2024-05-15
1757,2758,57,Male,Beauty,15.45,2024-01-11
1758,2759,24,Male,Books,128.62,2024-01-19
1759,2760,34,Male,Clothing,356.4,2024-03-18
1760,2761,35,Female,Home,72.18,2024-01-20
1761,2762,52,Male,Clothing,19.29,2024-02-25
1762,2763,57,Male,Electronics,178.74,2024-05-12
1763,2764,21,Female,Beauty,129.08,2024-01-25
1764,2765,53,Female,Home,76.32,2024-01-26
1765,2766,31,Female,Toys,14.38,2024-02-29
1766,2767,58,Male,Books,623.79,2024-05-16
1767,2768,47,Male,Beauty,77.44,2024-04-08
1768,2769,33,Female,Electronics,137.93,2024-02-18
1769,2770,37,Non-Binary,Clothing,92.96,2024-02-19
1770,2771,21,Female,Home,176.28,2024-05-14
1771,2772,55,Male,Home,306.72,2024-06-17
